,House Name,Price $
619,Spacious Stunning Harlem Townhouse,325
620,Private Room With GREAT Location,75
621,HUGE Sunny Duplex Loft with Garden,300
622,LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!,130
623,Stylish Studio with exclusive Terrace,190
624,"LES private apt, 1 bedroom & more",200
625,"Williamsburg Garden Home, 5 minutes from Manhattan",180
626,"HUGE, modern 2-LEVEL Brooklyn apt",350
627,charming 2bdrm apt in East Village,160
628,LOCATION LOCATION LOCATION Liz's,195
629,Manhattan Loft in Prime East Village Location,241
630,Nolita Penthouse_Private Deck_Elev_,300
631,Astoria Garden Suite,75
632,Lower East Side/Chinatown 1 Bedroom,100
633,"Amazing 1 bed, live like a Newyorkr",399
634,Private Room in Fort Green BK close to city,85
635,Spacious & Charming by Prospect Pk,80
636,Private Room Near Brooklyn Museum ,55
637,The Notorious B.N.B. { The Wallace },438
638,Clinton Hill 1 Bed Bright Loft Apartment,110
639,Great Studio in W. Village - NYC!,200
640,The Notorious B.N.B. { The Swoon },279
641,"BIG 1br, SLEEPS 4, dishwashr, TV",137
642,2BR  Apt - 20min to Soho,280
643,Williamsburg  - Quiet and Comfy stay,199
644,One Fabulous Private Room,71
645,NY/ Big Room for 2 near Manhattan,42
646,Brooklyn Brownstone apartment,180
647,big 1 bedroom apt very central,226
648,"Lovely, Large Room in Crown Heights",85
649,"Sweet Apt, Steps From Gramercy Park",135
650,Quality Cozy Studio Next to Subway,79
651,Scandinavian-apt for up to 5. LES,154
652,Loft Suite @ Box House Hotel,199
653,4 BEDROOM -2BATHRM WEST VILLAGE DUPLEX  TOWNHOUSE,700
654,Large & bright 900ft² 1br in WV,246
655,At a very nice area in the WestSide,125
656,HANCOCK VERY SMALL ROOM,100
657,Pre-War Williamsburg Loft,295
658,1 Bedroom Available In My Two Bedroom Flat,150
659,SPACIOUS PRIVATE LITTLE ITALY FLAT,119
660,The Lenox in Harlem,125
661,The Lenox in Harlem,400
662, Heart & Soul of Greenwich Village ,850
663,Prime Williamsburg Loft off Bedford,129
664,Private Bdrm /Bath 1 block Ctrl Prk,140
665,+Highly Satisfactory LES dwelling++,115
666,Whole apartment / 2 bedroom in NYC,200
667,"Spacious, modern loft in awesome neighborhood",96
668,Loft Suite @ The Box House Hotel,199
669,Loft Suite @ The Box House Hotel,199
670,Loft Suite @ The Box House Hotel,199
671,Well Kept  Private Room around  Brighton  Beach,69
672,Large 1 Bedroom furnished on UWS,185
673,Chez Carine - Privacy in Manhattan,81
674,Loft Suite @ Box House Hotel,199
675,Loft Suite @ The Box House Hotel,199
676,Loft Suite @ The Box House Hotel,199
677,Loft Suite @ The Box House Hotel,199
678,Loft Suite @ The Box House Hotel,199
679,Duplex w/ Terrace @ Box House Hotel,349
680,Loft w/ Terrace @ Box House Hotel,249
681,1 BR w/ Terrace @ Box House Hotel,299
682,Superior @ Box House,179
683,"Read it 1st, A seprat fur BR, low $",54
684,2 BR Duplex @ Box House Hotel,599
685,Husband & Wife Art-Filled Apartment,110
686,"3BR, 2 bathroom condo in Bushwick",220
687,"The BLUE OWL:
VEGETARIAN WBURG W PATIO & BACKYARD!",89
688,Cozy 2 Bedroom 20 Min from City,170
689,NOLITA! LOCATION! LOCATION! VIEWS! FREE GYM!,495
690,"Entire apt NYC, Queens. 15 min from Times Square.",80
691,Luxury Chelsea Townhouse at the High Line,760
692,Alchemy BnB - room in artist loft,98
693,Sunny! 2br Steps to train/restaurants - 15 to NYC,125
694,Zen Den (Airport Pickup: JFK & LGA),48
695,Heart of Williamsburg. Brand New.,64
696,"Fresh, Clean Brooklyn Garden Apt.",154
697,Guest Apartment in Owner Occupied Home,139
698,My Home Is Your Home,75
699,Spacious & Stylish Chelsea One Bedroom Apartment,325
700,CHELSEA 1 Bdrm Plus Sleeping Loft!!,195
701,Spacious room in beautiful apt! ,58
702,"Oceanview,close to Manhattan",250
703,"Affordable rooms,all transportation",50
704,"Budget stay, near transportation",125
705,Fort Greene brownstone 1BR- SUBLET,70
706,NewYork Modern Pre-War LoftStudio ,189
707,Cozy Artist Duplex **Bedstuy Charm**,130
708,Apartment in Best location in NYC,145
709,Inspired in Historic Downtown NYC!,101
710,Chelsea/West Village - 2bdrm apt,95
711,1500+ sq ft 2BR West Village Loft,375
712,Cozy & Clean Lower East Side Apt.,153
713,Spacious Townhome Apt in Brooklyn,92
714,Chic + Stylish room in heart of LowerEastSide NYC!,80
715,Landmark 2 Bedroom West Village NYC,300
716,2 bedroom apt in charming brick townhouse,145
717,Room in East Village with Private Entrance,88
718,Cozy&Clean in a great neighborhood,155
719,Prime Williamsburg 1/BD New Condo,185
720,City Skyline Views from every room!,73
721,Contemporary & Classic Sanctuary on the Hudson,225
722,Comfortable Manhattanville,85
723,Private room w/ queen bed + rooftop,99
724,Zen Eyrie –Airport Pick-Up: JFK/LGA,48
725,Studio sublet in Hell's kitchen,200
726,Luxury NYC 2 Bedroom with Terrace,485
727,Bright unique designer loft in Soho,310
728,Spacious  2 bed Loft apartment Bedford L,110
729,Beautiful studio by Central Park,109
730,One bed suite with private garden,167
731,SUNNY 1 Bedroom APT in Fort Greene - BROOKLYN,147
732,West Village cozy 2 bedroom  NYC ,220
733,2 Bedroom Gem - Prime LES Location,195
734,REAL 2BR-HEART OF SOHO-LITTLE ITALY,199
735,BIG ROOM / DOWNTOWN  LOFT /,65
736,Large Sunny Bedroom in QNS NYC,55
737,Home Away From Home-Room in Bronx,50
738,Private clean pleasant spacious room.,60
739,"Charming Hotel Alternative
Mount Sinai",99
740,SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,130
741,Resort-like living in Williamsburg,290
742,Hudson Yards with views of The Highline Park,350
743,Brooklyn: A Huge Bedroom + Good Vibes,50
744,One stop from Midtown Manhattan!,96
745,"Private Room Very Near L train, Bushwick",45
746,Cozy New York  City private room,85
747,Bed-stuy Royal Room,34
748,SUPER CUTE EAST VILLAGE APARTMENT,250
749,GREAP STUDIO / 4PPL IN MIDTOWN,190
750,BEDFORD AV.  ROOM IN WILLIAMSBURG..,75
751,Sleep & Wake near Botanical Gardens,93
752,Tranquil in the heart of Brooklyn 2,60
753,Tranquil in the heart of Brooklyn 1,65
754,"Easy, comfortable studio in Midtown",125
755,Huge luxury 1BR apt near Central Park South(4 ppl),300
756,Beautiful brownstone apartment,150
757,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,56
758,Luxury Designer Downtown Apartment,299
759,Spacious room on charming block in Greenpoint!,60
760,"SUNNY, SPACIOUS APT. in  FT. GREENE",88
761,Guest Room in Authentic Williamsburg Factory Loft,60
763,Beautiful bed and bath - Manhattan,200
764,Beautiful Room Near Central Park!,99
765,Fantastic 1-bedroom basement apt.,110
766,"Private Clinton Hill, Brooklyn Apt",135
767,Charming furnished Studio-Loft,110
768,Lovely 2 bedroom apartment with backyard access,165
769,Nights in White Satin in the Slope,127
770,"The Carlton, Brooklyn brownstone Duplex w/ garden",402
771,Comfortable Manhattanville.,85
772,Beautiful lrg 1800's syle apt share,75
773,Location wins for East Village Apt,139
774,Sunny Entire Apt with Romantic Bedroom,70
775,Furnished room for rent - Manhattan,50
776,Large Room in a Huge NY apartment.,30
777,West Village NYC Sun-filled Studio!,250
778,"Large, furnished room in a 2 bedroom!",64
779,Huge Apartment!  Amazing View!,300
780,#1 Yellow Block BnB/see at Net Flix Show Stay Here,800
781,Cozy Brownstone Inn I(studio),100
782,Crown Height's Brooklyn Cozy Apt,250
783,Amazing West Village 2br,200
784,Authentic NY Charming Artist Loft,140
785,Beautiful Private Bedroom - Downstairs,130
786,Kensington/Ditmas Park pied-a-terre,90
787,QT STUDIO FOR ROMANTIC COUPLES,90
788,"Own Room & Bath, Sunny Town House, 18"" to Wall St",97
789,Cozy & Charming Boerum Hill Flat,91
790,Park Slope Brooklyn!  Sunny Bedroom.,125
791,One bedroom sharing Bathroom,75
792,Spacious East Village Apartment,180
793,Huge Williamsburg Loft..Perfect for Big Groups!,300
794,Stylish Garden House - Trendy area,100
795,Hells Kitchen Ground Fl 1-bedroom,175
796,Pre War Park Slope on Prospect Park,65
797,Charming Apt in the Best Location!,240
798,Huge room with private balcony,300
799,Amazing 1 bedroom apt with NYC View,385
800,Great spacious room by the L train!,47
801,Charming Brooklyn Studio,110
802,Private Room in Brownstone,75
803,Bed Stuy Pride! Welcome to Brooklyn,100
804,Lovely Hell's Kitchen Studio...,165
805,HOT SPOT FOR 20 AND 30 SOMETHING'S,300
806,"Cozy, Clean Cobble Hill Brownstone",140
807,Bright Loft Apt w Skylight in Wburg,120
808,"Cozy, beautiful doormen studio-",175
809,Carroll Gardens Gem-2BD with Garden,275
810,Sunny 1BR Center of East Village!,179
811,"2BR in Cobble Hill, Brooklyn, NY",189
812,Perfect East Village Apartment,219
813,Decorators 5-Star Flat West Village,450
814,Beautiful SoHo Luxury Apartment,249
815,2 Rooms in Cottage NYC,65
816,Zen Minimalist w/Garden- Bedford L Stop,250
817,Between Two Bridges 2BD -Whole Apt!,139
818,BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,209
819,Brooklyn Beauty - Large 2 bedroom Apartment,120
820,"Entire Apartment in Astoria, 15mins from Manhattan",70
821,Gorgeous pvt room in West Village,90
822,1 bedroom apt in Midtown West,199
823,Sunny and spacious bedroom,50
824,Beautiful Spacious One Bedroom,100
825,Room next to Columbia Uni.,110
826,"Big Apt for Funky Art /Music Lovers, Outdoor Patio",157
827,Loft Suite @ The Box House Hotel,199
828,NYC Summer Getaway | Full Home 2BR,192
829,Loft Suite @ The Box House Hotel,199
830,Beautiful New Garden Apartment ,150
831,Loft Suite @ Box House Hotel,199
832,Loft Suite @ The Box House Hotel,199
833,Loft Suite @ The Box House Hotel,199
834,"Lovely apt in Williamsburg, BK",105
835,Williamsburg HUGE SUNNY next2train!,135
836,Loft Suite @ Box House Hotel,199
837,Modern apartment w/ gorgeous view,125
838,"Sunny, clean br available",60
839,Have Whole Apt! Prime Williamsburg!,85
840,Panoramic View Central Park & NYC,300
841,E Williamsburg Apartment with Yard,75
842,Nice Private Room Beauty in Queens,55
843,Sublet in Brooklyn/Lefferts Gardens,44
844,"Cozy Corner, Bedford Ave  Brooklyn!",55
845,"HISTORIC WILLIAMSBURG, BKLYN #1",30
846,Inexpensive apartment in exchange for cat-care,35
847,"Private room in 2 br Apt, Wburg, BK",70
848,"Bright, Airy Williamsburg Apt",130
849,Large Double Room  Queenbed Wifi,52
850,"Low$pacious in Williamsburg, Bklyn",75
851,1 Bdrm in 2 Bdrm Apt in Upper East Lux Drmn Bldng,190
852,Charming 1BD in SoHo,250
853,Feel like you never leave your home,100
854,Sunny apartment  in Greenpoint,130
855,Furnished Bedroom with private half bath,140
856,Sunny private room featured in film,75
857,Sunny 1BR East Harlem Apartment,150
858,The best studio in town,90
859,Fully Furnished 1B/1BTH UWS GEM  1 YR Sublease,295
860,Penthouse Studio by Central Park,150
861,Your Own 2 Br Apt Bedford and Grand,180
862,Spacious + Sunny Studio in Ft. Greene Brooklyn!,135
863,2 rooms; private entrance & bath!,65
864,Giant Sunny Bedroom & Private Bath in my Apartment,99
865,Prime location! Backyard & outdoor shower! Unique!,149
866,"Private Room in Artist's Home, Stapleton, SI",59
867,Large Sunny Bedroom with Bay Window,75
868,Harlem/Hamilton Heights Sunny Room,75
869,Clinton Hill Duplex near Pratt w/Balcony!,75
870,"Sunny 1 BR, West 80s & Central Park",109
871,"2 BD / 2BA WITH GARDEN, SLEEPS 6",225
872,COMFORTABLE ROOM,86
873,Charming Ridgewood Soulful  Walk-Up,52
874,"Comfortable, well-appointed room",100
875,2ND AVENUE OFF HOUSTON/LOFTLIKE STU,99
876,Share in NYC's trendy East Village,89
877,Historic Brooklyn 2-Bedroom Apt,135
878,APT W/ OUTDOOR SPACE!! LONG TERM RENTAL PREFERRED!,199
879,Come and go as  you please in BKLN!,89
880,Room in Huge 1200sf W Harlem Suite,110
881,"Huge, Sunny, Open Loft in Brooklyn",120
882,Cozy Nook in Heart of Williamsburg,59
883,Peaceful Room...,49
884,Cute Room in Historic Loft!,79
885,Harlem on the Range,135
886,Amazing Park Slope Duplex with Deck,185
887,Entire 2 Bedroom Apartment in Williamsburg,225
888,Big Bright E Village 2BR (Baby Nursery),245
889,Private Manhattan Studio on Harlem/Heights Border,115
890,"Luxury Williamsburg, Brooklyn LOFT",325
891,Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,95
892,Chelsea/Meat Packing  Artist Space!,120
893,Elegant Spacious Family Townhouse,499
894,Large Master Bedroom - Williamsburg,75
895,Central Park Fifth Av MET Museum,109
896,Real Williamsburg Artist Loft,160
897,Lovely Upper East Yorkville 1 BDRM,219
898,Cozy Upper East Side Studio,159
899,"Large Cozy Room #2, Landmark Home 1 Block to PRATT",180
900,"Lovely studio in East Village, NY",150
901,NYC Summer Discount  1 BR Gramercy Apt,106
902,"Awesome views, Central location",299
903,Spacious Manhattan Apartment near Central Park,179
904,Entire Apt: Sunny 2bd! 15min to NYC,165
905,Your Historic House in Brooklyn,500
906,Creative Director's Chinatown Loft,250
907,"HOSTING YOUR COZY,  ECLECTIC MILIEU FOR NYC VISIT",87
908,Charming private room in New-York,79
909,Cozy bedroom near Times Square,75
910,Artist's Flat in Historic Building #10263,200
911,Queen size sofa bed in Harlem,80
912,Bklyn 6 Beds 1 Bathroom Rental 2,115
913,Bklyn 4 Beds 1 Bathroom Rental 3,115
914,4 Beds 2 Bathrooms Rental 1,120
915,Stylish & Quiet NYC Retreat!,125
916,"Bright, new luxury apartment in doorman building",387
917,TIMES SQUARE MASTER BEDROOM!,95
918,"Lincoln Center Studio, Clean&Sunny!",99
919,Serenity amidst the busy city,121
920,Super Clean Apt by Columbus Circle,350
921,Unique private room and bathroom in Brownstone,75
922,TIMES SQUARE HOUSE!,95
923,Beautiful Room in a Beautiful New NYC Apartment,89
924,Best West Village/Meatpacking Space,195
925,21 day Chelsea Apartment rental,160
926,"Heavy Sun, Quiet, Arty 1 Bedroom",70
927,Cosy apartment in West Village,100
928,Spacious Lower East Side Apt in NYC,140
929,ARTY 2 BED EAST VILLAGE GEM,189
930,Williamsburg Loft: Amazing Sublet,160
931,Artist 2BR in Park Slope w/backyard,178
932,Spacious 2BR near Botanic Garden,145
933,Gorgeous brownstone next to park!,125
934,Exquisite Spacious Studio in Midtown,265
935,COMFORTABLE LARGE ROOM,77
936,Cute Private room in Upper East Side #14,60
937,Lower East Side 1bedroom apt in NYC,129
938,Large Beautiful East Village 1-Bdrm,199
939,Big room near Prospect Park! NY!,92
940,It's so easy to get to EVERYthing!,185
941,Manhattan -  Best Location in Midtown,110
942,Sunny private room right off L train,65
943,Beautiful Room in Manhattan Loft,135
944,"Luxury, Adorable Studio Apartment",115
945,HOME AWAY FROM HOME,175
947,Den of Zen at The Denizen Bushwick,72
948,Sunny large private room in Park Slope,80
949,Eastern Parkway Brooklyn 1BR Flat,125
950,1400sf Manhattan View Artistic Loft,120
951,"ingefära hus! Private room Williamsburg, Brooklyn",94
952,Private MasterBR w/ View of Museum,56
953,LUXURY 2BD/2BTH - HUGE PATIO,549
954,"Comfy Brooklyn 2BD, W/ Backyard",190
955,Authentic designer loft/roof deck best Williamsbrg,129
956,Sunny Retreat with Roof Garden,85
957,Enjoy Staten Island Hospitality,20
958,Great apt on the UWS - A RARE FIND!,145
959,Cozy 2 BD in Midtown West,200
960,Park Slope Sunny Studio,125
961,Luxury L-Shape Studio + 3 cats,50
962,A cozy Red Room with private bathroom,160
963,Cozy room with private bathroom & outside garden,180
964,"Beautiful 1 bdrm, Inwood Manhattan",100
965,Beautiful Loft/10 min to Manhattan!,70
966,New York City- Riverdale Modern two bedrooms unit,120
967,A PLACE TO STAY CLOSE TO MANHATTAN,110
968,Great room priv/bathrm Eastside location 70's ST,105
969,Midtown NYC - 1 Bedroom Apartment,250
970,Cozy Room in Sunny Apartment (Long/Short Term),74
971,THERE'S NO PLACE LIKE HOME.........,165
972,Cozy home in vibrant Manhattan,99
973,LOCATION LOCATION LOCATION Sara's,125
974,Quaint & Quiet in Queens,75
975,Single Room,45
976,Charming brownstone apartment,159
977,Williamsburg near soho .support artist living,45
978,Your Times Square Sanctuary,104
979,Designer studio in Luxury Building,225
980,Private cozy bedroom in Nolita,100
981,ArtistLoft-MccarenPark-Williamsburg,90
982,"Beautiful Bedrooms in Briarwood, NY",75
983,Flatiron-Designer's loft,350
984,Stylish Designer Studio with Piano,135
985,New York City for All Seasons!,125
986,STUNNING E Vill Penthouse,225
987,New York Host who knows The Most,85
988,One Block From Central Park!,200
989,"PARK SLOPE: SWEET, LARGE 2BR DUPLEX",250
990,Light Superhosted Chill LES Apt,90
991,Big Beautiful Railroad in Brooklyn,130
992,"Bright Brooklyn Flat w/Park Views, 30 day minimum",90
993,"ECO-APT, free YOGA, 2 new bedrooms. Best location!",298
994,"Sunny UES 1.5 Bedroom, Sleeps 6",300
995,Stay with a Jazz Singer in Harlem!,125
996,Large Private Room Near Central Park & Mount Sinai,125
997,Luxury room in Manhattan Duplex Apt,145
998,"Gorgeous Sunny, Spacious 1 bdrm in East Village",147
999,ARTIST LOFT+OFFICE in PRIME WILLIAMSBURG!,123
1000,Private Garden Entry,88
1001,LUXE Privé L.I.C. Apt & Garden,215
1002,"Magazine SOHO Studio Loft. 
Read our reviews!",225
1003,Nolita apt. with private garden,269
1004,Family friendly Williamsburg Apt for Vacation!,145
1005,BROWNSTONE TWO IN BROOKLYN in NYC,75
1006,Charming West Village One Bedroom,145
1007,Brooklyn Brownstone full floor/garden ProspectPark,229
1008,"Family friendly,  steps to subway, large garden :)",300
1009,Private Sunny Room Near Central Park & Mount Sinai,100
1010,"1 bdr apt, sunny & artsy, 4 min walk to the beach",75
1011,"""Simple Perfect Soho""",225
1012,Beautiful Room + Private Balcony,120
1013,"3 BR apartment Crown Heights, BKLYN",160
1014,Brownstone Sunny & Spacious top fl,125
1015,"Morocco in Brooklyn with the flyest loft, Amazing!",95
1016,Perfect NYC/Williamsburg Location,119
1017,Midtown East Sutton Area Entire Apt,275
1018,Finest Gateway to historic Financial District,160
1019,Industrial Brooklyn Loft with Tree-Lined Windows,500
1020,Cute east village apartment.,175
1021,"All Charm: Lush Garden, Huge Kitchen + Quiet",87
